label,id,base_id,sources,names,categories,confidence,websites,socials,emails,phones,brand,addresses,base_sources,base_names,base_categories,base_confidence,base_websites,base_socials,base_emails,base_phones,base_brand,base_addresses
1.0,08f2e29c8c36620003aa01f0f85c372b,4cbd2f7e7148f04d59d3ebab,"[{""property"":"""",""dataset"":""meta"",""record_id"":""151828721507429"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9837452982267598},{""property"":""/properties/existence"",""dataset"":""Microsoft"",""record_id"":""562949964821838"",""update_time"":""2024-12-20T18:34:43.473Z"",""confidence"":0.77}]","{""primary"":""かっぱ寿司 いわき鹿島店""}","{""primary"":""sushi_restaurant"",""alternate"":[""japanese_restaurant"",""restaurant""]}",0.9962614185921548,"[""http://www.kappa-create.co.jp""]","[""https://www.facebook.com/151828721507429""]",,"[""+81246760676""]",,"[{""freeform"":""福島県いわき市鹿島町久保２丁目１−３"",""locality"":""いわき市"",""postcode"":""971-8144"",""country"":""JP""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4cbd2f7e7148f04d59d3ebab"",""update_time"":""2024-08-07T00:00:00.000"",""confidence"":1.0}]","{""primary"":""かっぱ寿司 いわき鹿島店"",""common"":{},""rules"":[]}","{""primary"":""Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant"",""alternate"":[]}",1.0,"[""http://www.kappa-create.co.jp""]","[null,null,null]",[null],"[""0246-76-0676""]","{""wikidata"":"""",""names"":{""primary"":""かっぱ寿司 いわき鹿島店"",""common"":{},""rules"":[]}}","[{""freeform"":""鹿島町久保2-1-3"",""locality"":""いわき市"",""country"":""JP""}]"
1.0,08f1fa922392688e03d8578ed1da3368,5c755c341ffe97002cfe4ae3,"[{""property"":"""",""dataset"":""meta"",""record_id"":""156401261693789"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9253962118283726},{""property"":""/properties/existence"",""dataset"":""Microsoft"",""record_id"":""1407374887656750"",""update_time"":""2024-12-22T07:44:54.810Z"",""confidence"":0.77}]","{""primary"":""Wohnungsauflösungen Schenk""}","{""primary"":""garbage_collection_service"",""alternate"":[""business"",""professional_services""]}",0.9828411287205256,"[""https://www.haushaltsaufloesungen-hof-selb.de/""]","[""https://www.facebook.com/156401261693789""]",,"[""+4992879657390""]",,"[{""freeform"":""Ludwigstraße 38"",""locality"":""Selb"",""postcode"":""95100"",""country"":""DE""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""5c755c341ffe97002cfe4ae3"",""update_time"":""2024-10-08T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Wohnungsauflösungen Schenk Ankauf und Verkauf"",""common"":{},""rules"":[]}","{""primary"":""Business and Professional Services > Recycling Facility"",""alternate"":[]}",1.0,[null],"[null,null,null]","[""info@haushaltsauflösungen-hof-selb.de""]","[""0491 782886026""]","{""wikidata"":"""",""names"":{""primary"":""Wohnungsauflösungen Schenk Ankauf und Verkauf"",""common"":{},""rules"":[]}}","[{""freeform"":""Ludwigstr. 38"",""locality"":""Selb"",""region"":""Bayern"",""country"":""DE"",""postcode"":""95100""}]"
1.0,08f2f5a328b26293035f65634ecc4383,5f6316af08766f21612af863,"[{""property"":"""",""dataset"":""meta"",""record_id"":""2232728446957163"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9837452982267598}]","{""primary"":""秋葉原内科セーブクリニック""}","{""primary"":""hospital"",""alternate"":[""health_and_medical"",""internal_medicine""]}",0.9837452982267598,"[""http://saveclinic.jp/""]","[""https://www.facebook.com/2232728446957163""]",,"[""+81362060903""]",,"[{""freeform"":""東京都千代田区外神田２丁目１−１５"",""locality"":""千代田区"",""postcode"":""101-0021"",""country"":""JP""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""5f6316af08766f21612af863"",""update_time"":""2024-08-07T00:00:00.000"",""confidence"":1.0}]","{""primary"":""秋葉原内科saveクリニック"",""common"":{},""rules"":[]}","{""primary"":""Health and Medicine > Hospital"",""alternate"":[]}",1.0,"[""http://saveclinic.jp""]","[null,null,null]",[null],"[""03-6206-0903""]","{""wikidata"":"""",""names"":{""primary"":""秋葉原内科saveクリニック"",""common"":{},""rules"":[]}}","[{""freeform"":""外神田2丁目10-3"",""locality"":""千代田区"",""region"":""東京都"",""country"":""JP"",""postcode"":""101-0021""}]"
1.0,08f64a4b22d9b8a10309c1dc9b51a229,4bca8ef9511f9521c726b0c7,"[{""property"":"""",""dataset"":""meta"",""record_id"":""268938159808248"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""มัสยิดดาร๊อสอาดะห์""}","{""primary"":""mosque"",""alternate"":[""religious_organization"",""community_services_non_profits""]}",0.7927927927927928,,"[""https://www.facebook.com/268938159808248""]",,"[""+6634511709""]",,"[{""freeform"":""ถนนนครเขื่อนขันธ์"",""postcode"":""10130"",""country"":""TH""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4bca8ef9511f9521c726b0c7"",""update_time"":""2020-11-22T00:00:00.000"",""confidence"":1.0}]","{""primary"":""มัสยิดดาร๊อสอาดะห์ (Darunna Seerein Mosque)"",""common"":{},""rules"":[]}","{""primary"":""Community and Government > Spiritual Center > Mosque"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""มัสยิดดาร๊อสอาดะห์ (Darunna Seerein Mosque)"",""common"":{},""rules"":[]}}","[{""freeform"":""ถ.นครเขื่อนขันธ์"",""locality"":""Phra Pradaeng"",""region"":""Samut Prakan"",""country"":""TH"",""postcode"":""10130""}]"
0.0,08f659a50139271903e0cfb6806c66fc,507d4a96e4b039097976280a,"[{""property"":"""",""dataset"":""meta"",""record_id"":""552337498125356"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.48103896103896104}]","{""primary"":""คลีนิคหมอวิจิตร""}","{""primary"":""doctor"",""alternate"":[""hospital"",""health_and_medical""]}",0.48103896103896104,,"[""https://www.facebook.com/552337498125356""]",,,,"[{""country"":""TH""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""507d4a96e4b039097976280a"",""update_time"":""2020-11-25T00:00:00.000"",""confidence"":1.0}]","{""primary"":""คลีนิคหมอจิระพันธ์"",""common"":{},""rules"":[]}","{""primary"":""Health and Medicine > Physician > Doctor's Office"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""คลีนิคหมอจิระพันธ์"",""common"":{},""rules"":[]}}","[{""country"":""TH""}]"
0.0,08f1f99cdd78416d0313972a8383c03a,4d72ada35f003704918ae4a0,"[{""property"":"""",""dataset"":""meta"",""record_id"":""299512253435746"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9467515923566879}]","{""primary"":""Grand Lounge & Bar""}","{""primary"":""lounge"",""alternate"":[""winery"",""hotel""]}",0.9467515923566879,"[""http://www.fedegroup.it/ristorante/grand-loungebar""]","[""https://www.facebook.com/299512253435746""]",,"[""+390288311""]",,"[{""freeform"":""Via Pattari, 5"",""locality"":""Milano"",""postcode"":""20122"",""region"":""25"",""country"":""IT""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4d72ada35f003704918ae4a0"",""update_time"":""2024-07-03T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Grand Lounge Bar"",""common"":{},""rules"":[]}","{""primary"":""Dining and Drinking > Bar > Cocktail Bar"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],"[""392 8812 7818""]","{""wikidata"":"""",""names"":{""primary"":""Grand Lounge Bar"",""common"":{},""rules"":[]}}","[{""freeform"":""Via Cesare Beccaria 4"",""locality"":""Milano"",""region"":""Milano"",""country"":""IT""}]"
0.0,08f49a966b0347b0039c9e3bbd2bc7ed,4dbc40a0cda109aa6c962f3e,"[{""property"":"""",""dataset"":""meta"",""record_id"":""111966575645168"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.48103896103896104}]","{""primary"":""Puerta/Gate 8""}","{""primary"":""airport"",""alternate"":[""travel"",""mexican_restaurant""]}",0.48103896103896104,,"[""https://www.facebook.com/111966575645168""]",,,,"[{""freeform"":""Aeropuerto Internacional de Puerto Vallarta"",""country"":""MX""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4dbc40a0cda109aa6c962f3e"",""update_time"":""2020-11-23T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Puerta/Gate 11"",""common"":{},""rules"":[]}","{""primary"":""Travel and Transportation > Transport Hub > Airport > Airport Gate"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""Puerta/Gate 11"",""common"":{},""rules"":[]}}","[{""freeform"":""Aeropuerto Internacional de Puerto Vallarta (PVR)"",""locality"":""Puerto Vallarta"",""region"":""JAL"",""country"":""MX""}]"
0.0,08f2e612018992c6033481542460b5ac,4f8bf6d4e4b0e81f69b94c3f,"[{""property"":"""",""dataset"":""meta"",""record_id"":""246028359417164"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""JR三ノ宮駅 西口""}","{""primary"":""train_station"",""alternate"":[""transportation""]}",0.7927927927927928,,"[""https://www.facebook.com/246028359417164""]",,,,"[{""freeform"":""中央区北長狭通"",""locality"":""Kobe-shi"",""postcode"":""651-0097"",""region"":""28"",""country"":""JP""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4f8bf6d4e4b0e81f69b94c3f"",""update_time"":""2024-10-31T00:00:00.000"",""confidence"":1.0}]","{""primary"":""JR三ノ宮駅 中央口 みどりの窓口"",""common"":{},""rules"":[]}","{""primary"":""Travel and Transportation > Platform"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""JR三ノ宮駅 中央口 みどりの窓口"",""common"":{},""rules"":[]}}","[{""freeform"":""中央区雲井通"",""locality"":""神戸市"",""region"":""兵庫県"",""country"":""JP""}]"
0.0,08f2a930f41260c803364a5701042bf5,85d9a28054fd77399853527f,"[{""property"":"""",""dataset"":""meta"",""record_id"":""106310005394426"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9544061302681992},{""property"":""/properties/existence"",""dataset"":""Microsoft"",""record_id"":""562949966638870"",""update_time"":""2024-12-02T18:57:17.403Z"",""confidence"":0.77}]","{""primary"":""LibertyX Bitcoin ATM""}","{""primary"":""atms"",""alternate"":[""professional_services"",""financial_service""]}",0.9895134099616858,"[""https://libertyx.com/a/buy-bitcoin/locations/kk4be15nto5d?y_source=1_MzY0MjA0NjMtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/106310005394426""]",,"[""+18005118940""]","{""names"":{""primary"":""LibertyX Bitcoin ATM""}}","[{""freeform"":""3 W Corry St"",""locality"":""Cincinnati"",""postcode"":""45219-1901"",""region"":""OH"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""85d9a28054fd77399853527f"",""update_time"":""2024-11-10T00:00:00.000"",""confidence"":1.0}]","{""primary"":""LibertyX Bitcoin ATM"",""common"":{},""rules"":[]}",{},1.0,"[""https://libertyx.com/a/buy-bitcoin/locations/kflkdjrntmpg?y_source=1_NjcwNzM3MjQtNDQwLWxvY2F0aW9uLndlYnNpdGU=""]","[null,null,null]",[null],"[""(800) 511-8940""]","{""wikidata"":"""",""names"":{""primary"":""LibertyX Bitcoin ATM"",""common"":{},""rules"":[]}}","[{""freeform"":""17 William Howard Taft Rd"",""locality"":""Cincinnati"",""region"":""OH"",""country"":""US"",""postcode"":""45219""}]"
0.0,08f2a14b9dd9a93203b5e88253eb8a26,4c3734f91e06d13a9a74753e,"[{""property"":"""",""dataset"":""meta"",""record_id"":""136140506412952"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9837452982267598}]","{""primary"":""Connecticut's Old State House""}","{""primary"":""history_museum"",""alternate"":[""landmark_and_historical_building"",""museum""]}",0.9837452982267598,"[""https://wp.cga.ct.gov/osh/""]","[""https://www.facebook.com/136140506412952""]",,"[""+18605226766""]",,"[{""freeform"":""800 Main St"",""locality"":""Hartford"",""postcode"":""06103-2301"",""region"":""CT"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4c3734f91e06d13a9a74753e"",""update_time"":""2023-06-14T00:00:00.000"",""confidence"":1.0}]","{""primary"":""ConnectiCon"",""common"":{},""rules"":[]}","{""primary"":""Arts and Entertainment"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],[null],"{""wikidata"":"""",""names"":{""primary"":""ConnectiCon"",""common"":{},""rules"":[]}}","[{""freeform"":""100 Columbus Blvd"",""locality"":""Hartford"",""region"":""CT"",""country"":""US"",""postcode"":""06103""}]"
1.0,08f2e610542907b203580ab403fc0890,58f78ebd9e0d543f78a8c353,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1893294774026729"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.6214335421016005}]","{""primary"":""ファミリーマート""}","{""primary"":""convenience_store""}",0.6214335421016005,"[""https://www.family.co.jp/""]","[""https://www.facebook.com/1893294774026729""]",,"[""+81647907388""]",,"[{""freeform"":""大阪府大阪市中央区森ノ宮中央２丁目１３−３０"",""locality"":""大阪市中央区"",""postcode"":""540-0003"",""country"":""JP""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""58f78ebd9e0d543f78a8c353"",""update_time"":""2024-01-02T00:00:00.000"",""confidence"":1.0}]","{""primary"":""ファミリーマート 森ノ宮中央店"",""common"":{},""rules"":[]}","{""primary"":""Retail > Convenience Store"",""alternate"":[]}",1.0,"[""https://www.family.co.jp""]","[null,null,null]",[null],"[""06-4790-7388""]","{""wikidata"":"""",""names"":{""primary"":""ファミリーマート 森ノ宮中央店"",""common"":{},""rules"":[]}}","[{""freeform"":""森ノ宮中央2丁目13-30"",""locality"":""大阪市中央区"",""region"":""大阪府"",""country"":""JP"",""postcode"":""540-0003""}]"
1.0,08f2661881ba399603682b034d3b72e9,4bc61f0f51b376b078061b6f,"[{""property"":"""",""dataset"":""meta"",""record_id"":""134456093249184"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9645127118644068}]","{""primary"":""Western Boone Junior-Senior High School""}","{""primary"":""high_school"",""alternate"":[""education"",""school""]}",0.9645127118644068,"[""http://weboathletics.com/""]","[""https://www.facebook.com/134456093249184""]",,"[""+17654826143""]",,"[{""freeform"":""1205 N IN-75"",""locality"":""Thorntown"",""postcode"":""46071-9229"",""region"":""IN"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4bc61f0f51b376b078061b6f"",""update_time"":""2024-10-14T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Western Boone Jr-Sr High School"",""common"":{},""rules"":[]}","{""primary"":""Community and Government > Education > Primary and Secondary School > High School"",""alternate"":[]}",1.0,"[""http://www.weboschools.org/webo""]","[null,null,null]",[null],"[""(765) 482-6143""]","{""wikidata"":"""",""names"":{""primary"":""Western Boone Jr-Sr High School"",""common"":{},""rules"":[]}}","[{""locality"":""Thorntown"",""region"":""IN"",""country"":""US"",""postcode"":""46071""}]"
0.0,08f26c80ed95c2a5034de41cb80f2377,5f109785fcc0346a34d4b53b,"[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1970324842263178"",""update_time"":""2024-12-30T03:05:21.790Z"",""confidence"":0.77}]","{""primary"":""Baylor Scott & White Nutrition - McKinney""}","{""primary"":""hospital"",""alternate"":[""medical_center"",""public_health_clinic"",""health_and_medical""]}",0.77,"[""""]",,,"[""4697642400""]",,"[{""freeform"":""5252 W University Dr"",""locality"":""McKinney"",""postcode"":""75071"",""region"":""TX"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""5f109785fcc0346a34d4b53b"",""update_time"":""2024-10-16T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Baylor Scott & White Trauma Associates at McKinney"",""common"":{},""rules"":[]}","{""primary"":""Health and Medicine > Medical Center"",""alternate"":[]}",1.0,"[""https://www.bswhealth.com/locations/trauma-associates-mckinney/?y_source=1_MTQ2NjMwNTAtNDQwLWxvY2F0aW9uLndlYnNpdGU=""]","[null,null,null]",[null],"[""(469) 800-5460""]","{""wikidata"":"""",""names"":{""primary"":""Baylor Scott & White Trauma Associates at McKinney"",""common"":{},""rules"":[]}}","[{""freeform"":""5236 W University Dr Ste 2000"",""locality"":""McKinney"",""region"":""TX"",""country"":""US"",""postcode"":""75071""}]"
1.0,08f489c1145ac13203d46cb4a1de75f4,5c6472f0bf7dde002c314173,"[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1125899912250216"",""update_time"":""2024-11-18T21:22:39.820Z"",""confidence"":0.77}]","{""primary"":""210 Financial Group Credit Repair Services""}","{""primary"":""debt_relief_services"",""alternate"":[""credit_and_debt_counseling""]}",0.77,"[""https://www.210financialgroup.com/""]",,,"[""2108523591""]",,"[{""freeform"":""910 SE Military Dr Ste D115"",""locality"":""San Antonio"",""postcode"":""78214"",""region"":""TX"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""5c6472f0bf7dde002c314173"",""update_time"":""2024-10-14T00:00:00.000"",""confidence"":1.0}]","{""primary"":""210 Financial Group                                    Credit Repair Services"",""common"":{},""rules"":[]}","{""primary"":""Business and Professional Services > Financial Service"",""alternate"":[""Business and Professional Services > Legal Service"",""Business and Professional Services > Real Estate Service > Real Estate Agency""]}",1.0,"[""https://www.210financialgroup.com""]","[null,""https://www.facebook.com/425961071193287"",null]","[""info@210financialgroup.com""]","[""(210) 852-3591""]","{""wikidata"":"""",""names"":{""primary"":""210 Financial Group                                    Credit Repair Services"",""common"":{},""rules"":[]}}","[{""freeform"":""910 SE Military Dr Ste In"",""locality"":""San Antonio"",""region"":""TX"",""country"":""US"",""postcode"":""78214""}]"
0.0,08fa81140089aa4c033e511143a00667,e5f90819c09a49845a3172fc,"[{""property"":"""",""dataset"":""meta"",""record_id"":""2165575467052743"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""Restaurante Mineiro""}","{""primary"":""brazilian_restaurant"",""alternate"":[""restaurant"",""pizza_restaurant""]}",0.7927927927927928,"[""http://www.restaurantemineiro.com.br/""]","[""https://www.facebook.com/2165575467052743""]",,"[""+551933294114""]",,"[{""freeform"":""Rua Quinze de Novembro, 1200"",""locality"":""Indaiatuba"",""postcode"":""13330-070"",""region"":""SP"",""country"":""BR""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""e5f90819c09a49845a3172fc"",""update_time"":""2024-03-14T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Restaurante O Mineiro"",""common"":{},""rules"":[]}","{""primary"":""Dining and Drinking > Restaurant > Pizzeria"",""alternate"":[]}",1.0,[null],"[null,null,null]","[""restauranteomineiro@hotmail.com""]","[""(19) 3885-5739""]","{""wikidata"":"""",""names"":{""primary"":""Restaurante O Mineiro"",""common"":{},""rules"":[]}}","[{""freeform"":""Rua Humaitá, 773 lj 12"",""locality"":""Indaiatuba"",""region"":""SP"",""country"":""BR"",""postcode"":""13330-665""}]"
1.0,08f30d9a464a62c003c76c85072df561,8f9e31346d0b454522fe6d0e,"[{""property"":"""",""dataset"":""meta"",""record_id"":""593742107483013"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.48103896103896104}]","{""primary"":""新宮町役場 シーオーレ新宮社会教育課""}","{""primary"":""community_services_non_profits"",""alternate"":[""public_and_government_association""]}",0.48103896103896104,,"[""https://www.facebook.com/593742107483013""]",,"[""+81929625111""]",,"[{""freeform"":""新宮町大字下府425-1 "",""locality"":""Sue-machi Kasuya-gun"",""postcode"":""811-0112"",""region"":""40"",""country"":""JP""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""8f9e31346d0b454522fe6d0e"",""update_time"":""2024-08-07T00:00:00.000"",""confidence"":1.0}]","{""primary"":""新宮町役場 シーオーレ新宮歴史資料館"",""common"":{},""rules"":[]}","{""primary"":""Community and Government > Library"",""alternate"":[]}",1.0,"[""http://www.town.shingu.fukuoka.jp""]","[null,null,null]",[null],"[""092-962-5511""]","{""wikidata"":"""",""names"":{""primary"":""新宮町役場 シーオーレ新宮歴史資料館"",""common"":{},""rules"":[]}}","[{""freeform"":""新宮町大字下府425-1 シーオーレ新宮"",""region"":""福岡県"",""country"":""JP"",""postcode"":""811-0112""}]"
0.0,08f28d542c8d230903943451a3bc73cf,4a85b6f3f964a52007ff1fe3,"[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1407374888736264"",""update_time"":""2024-07-30T14:05:29.043Z"",""confidence"":0.77}]","{""primary"":""Starbucks""}","{""primary"":""coffee_shop"",""alternate"":[""restaurant""]}",0.77,"[""https://www.starbucks.com/store-locator/store/1022375""]",,,"[""2067552683""]",,"[{""freeform"":""1400 6th Ave"",""locality"":""Seattle"",""postcode"":""98101"",""region"":""WA"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4a85b6f3f964a52007ff1fe3"",""update_time"":""2024-10-24T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Starbucks"",""common"":{},""rules"":[]}","{""primary"":""Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop"",""alternate"":[]}",1.0,"[""https://www.starbucks.com""]","[""https://www.twitter.com/starbucks"",""https://www.facebook.com/22092443056"",""https://www.instagram.com/starbucks""]","[""info@starbucks.com""]","[""(206) 264-2534""]","{""wikidata"":"""",""names"":{""primary"":""Starbucks"",""common"":{},""rules"":[]}}","[{""freeform"":""601 Union St"",""locality"":""Seattle"",""region"":""WA"",""country"":""US"",""postcode"":""98101""}]"
1.0,08f8046b33a19034031f037413034d3f,4bb779a6314e9521bd25479d,"[{""property"":"""",""dataset"":""meta"",""record_id"":""225539320838865"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""Hotel Farol - Mosqueiro""}","{""primary"":""hotel"",""alternate"":[""restaurant"",""beach""]}",0.7927927927927928,"[""http://www.hotelfarol.com.br/""]","[""https://www.facebook.com/225539320838865""]",,"[""+559137712095""]",,"[{""freeform"":""Pç. Princesa Izabel, 3295"",""locality"":""Belém"",""postcode"":""66916-370"",""region"":""PA"",""country"":""BR""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4bb779a6314e9521bd25479d"",""update_time"":""2024-07-02T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Hotel Farol"",""common"":{},""rules"":[]}","{""primary"":""Travel and Transportation > Lodging > Hotel"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],"[""(91) 3771-1219""]","{""wikidata"":"""",""names"":{""primary"":""Hotel Farol"",""common"":{},""rules"":[]}}","[{""freeform"":""Pç. Princesa Izabel, 3295"",""locality"":""Mosqueiro"",""region"":""PA"",""country"":""BR"",""postcode"":""66916-370""}]"
1.0,08f44cb2e168853003a726619e5e0255,188d5af680dc40667f1d7451,"[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1125899910604318"",""update_time"":""2022-02-24T20:20:41.293Z"",""confidence"":0.77}]","{""primary"":""Coinsource Bitcoin ATM""}","{""primary"":""atms""}",0.77,"[""http://www.coinsource.net/""]",,,"[""8055002646""]",,"[{""freeform"":""7789 Us-27"",""locality"":""burnside"",""postcode"":""42519"",""region"":""KY"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""188d5af680dc40667f1d7451"",""update_time"":""2024-10-15T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Coinsource Bitcoin ATM"",""common"":{},""rules"":[]}",{},1.0,"[""http://www.coinsource.net""]","[null,null,null]",[null],"[""(805) 500-2646""]","{""wikidata"":"""",""names"":{""primary"":""Coinsource Bitcoin ATM"",""common"":{},""rules"":[]}}","[{""freeform"":""7789 S Highway 27"",""locality"":""Burnside"",""region"":""KY"",""country"":""US"",""postcode"":""42519""}]"
1.0,08f2a33d337235160341eb36de1b0940,3da01fc24f4440472b16cdd0,"[{""property"":"""",""dataset"":""meta"",""record_id"":""506773802712685"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.2868663594470046}]","{""primary"":""Junior Bruins Hockey Camps""}","{""primary"":""sports_club_and_league"",""alternate"":[""active_life""]}",0.28686635944700467,"[""http://www.bostonjuniorbruins.com/""]","[""https://www.facebook.com/506773802712685""]",,"[""+15088201600""]",,"[{""freeform"":""121 Donald Lynch Blvd"",""locality"":""Marlborough"",""postcode"":""01752-4723"",""region"":""MA"",""country"":""US""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""3da01fc24f4440472b16cdd0"",""update_time"":""2024-10-14T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Junior Bruins Hockey"",""common"":{},""rules"":[]}","{""primary"":""Sports and Recreation > Sports Club"",""alternate"":[]}",1.0,"[""http://www.bostonjuniorbruins.com""]","[null,null,null]",[null],"[""(508) 624-9191""]","{""wikidata"":"""",""names"":{""primary"":""Junior Bruins Hockey"",""common"":{},""rules"":[]}}","[{""freeform"":""121 Donald Lynch Blvd"",""locality"":""Marlborough"",""region"":""MA"",""country"":""US"",""postcode"":""01752""}]"
1.0,08fa81a6f4b802a80347b8d9be9d2e51,4f71dcfce4b037626fb0c4f0,"[{""property"":"""",""dataset"":""meta"",""record_id"":""549651461725370"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""Academia Atlantica""}","{""primary"":""gym"",""alternate"":[""active_life"",""sports_and_recreation_venue""]}",0.7927927927927928,,"[""https://www.facebook.com/549651461725370""]",,"[""+551634039551""]",,"[{""freeform"":""Rua Líbero Badaró, 1399"",""locality"":""Franca"",""postcode"":""14400-570"",""region"":""SP"",""country"":""BR""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4f71dcfce4b037626fb0c4f0"",""update_time"":""2023-12-20T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Academia Atlanta"",""common"":{},""rules"":[]}","{""primary"":""Sports and Recreation > Gym and Studio"",""alternate"":[]}",1.0,[null],"[null,null,null]",[null],"[""(16) 3722-9500""]","{""wikidata"":"""",""names"":{""primary"":""Academia Atlanta"",""common"":{},""rules"":[]}}","[{""freeform"":""Av. Libero Badaró"",""locality"":""Franca"",""region"":""São Paulo"",""country"":""BR""}]"
1.0,08f3961561d3094c038780c81f579575,a92393a03ca24cce17da5952,"[{""property"":"""",""dataset"":""meta"",""record_id"":""628870747260614"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9645127118644068}]","{""primary"":""Maison Nègre""}","{""primary"":""shopping"",""alternate"":[""grocery_store"",""food_beverage_service_distribution""]}",0.9645127118644068,"[""http://www.maison-negre.fr/""]","[""https://www.facebook.com/628870747260614""]",,"[""+33563370037""]",,"[{""freeform"":""14 Rue de l'École"",""locality"":""Lacaune"",""postcode"":""81230"",""country"":""FR""}]","[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""a92393a03ca24cce17da5952"",""update_time"":""2024-07-03T00:00:00.000"",""confidence"":1.0}]","{""primary"":""Maison Artisanale Nègre"",""common"":{},""rules"":[]}","{""primary"":""Retail > Food and Beverage Retail > Butcher"",""alternate"":[]}",1.0,"[""http://www.maison-negre.fr""]","[null,null,null]",[null],"[""05 63 37 00 37""]","{""wikidata"":"""",""names"":{""primary"":""Maison Artisanale Nègre"",""common"":{},""rules"":[]}}","[{""freeform"":""14 rue de l'Ecole, les Vidals"",""locality"":""Lacaune"",""region"":""Tarn"",""country"":""FR"",""postcode"":""81230""}]"
